Text_A,Text_B,Text_A_token,Text_B_token,Label
làm thế nào về một số lời khai từ các chuyên gia y tế thực sự,ngoài ra ai có thể nói rằng không có lời khai từ các chuyên gia y tế thực sự trên đó,làm thế_nào về một_số lời khai từ các chuyên_gia y_tế thực_sự,ngoài_ra ai có_thể nói rằng không có lời khai từ các chuyên_gia y_tế thực_sự trên đó,0
sau đó thuyền trưởng đã biến mất,sau đó thuyền trưởng trở lại,sau đó thuyền_trưởng đã biến mất,sau đó thuyền_trưởng trở_lại,1
vấn đề đơn giản hơn thế,vấn đề rất đơn giản,vấn_đề đơn_giản hơn thế,vấn_đề rất đơn_giản,1
yêu cầu trinh sát tiêu cực,yêu cầu thái bình dương,yêu_cầu trinh_sát tiêu_cực,yêu_cầu thái_bình_dương,0
vì vậy bây giờ tôi sẽ bỏ qua câu hỏi marx ở đâu,tôi đang chuyển sang hỏi bạn câu hỏi thịt bò ở đâu,vì_vậy bây_giờ tôi sẽ bỏ_qua câu hỏi marx ở đâu,tôi đang chuyển sang hỏi bạn câu hỏi thịt bò ở đâu,0
bạn đang yêu cầu tôi chứng minh một tiêu cực,bạn đang yêu cầu tôi chứng minh một tiêu cực,bạn đang yêu_cầu tôi chứng_minh một tiêu_cực,bạn đang yêu_cầu tôi chứng_minh một tiêu_cực,1
tôi ổn với việc sử dụng y tế,tôi ổn với việc sử dụng y tế,tôi ổn với việc sử_dụng y_tế,tôi ổn với việc sử_dụng y_tế,1
giá cho mọi thứ bạn cần đã tăng lên do lạm phát,giá của mọi thứ bạn sở hữu tài sản ie đã giảm,giá cho mọi thứ bạn cần đã tăng lên do lạm_phát,giá của mọi thứ bạn sở_hữu tài_sản ie đã giảm,0
chiến tranh ở trung đông,một cuộc chiến ở trung đông,chiến_tranh ở trung_đông,một cuộc_chiến ở trung_đông,0
ban đầu được đăng bởi vienna nó độc đoán như thế nào,ban đầu được đăng bởi zaf tôi từ bỏ,ban_đầu được đăng bởi vienna nó độc_đoán như thế_nào,ban_đầu được đăng bởi zaf tôi từ_bỏ,0
hãy tưởng tượng một nơi có màu trắng và màu đen,hãy tưởng tượng một nơi có đàn ông và phụ nữ,hãy tưởng_tượng một nơi có màu trắng và màu đen,hãy tưởng_tượng một nơi có đàn_ông và phụ_nữ,0
không có cơ hội để có một phiên tòa công bằng,không có cơ hội tại một phiên tòa công bằng,không có cơ_hội để có một phiên_tòa công_bằng,không có cơ_hội tại một phiên_tòa công_bằng,1
niết bàn rất khác so với lãng quên,niết bàn không phải là lãng quên,niết_bàn rất khác so với lãng_quên,niết_bàn không phải là lãng_quên,0
chúng tôi ở anh nghĩ khác với người mỹ,ban đầu được đăng bởi zaf chúng tôi ở anh nghĩ khác với người mỹ,chúng_tôi ở anh nghĩ khác với người mỹ,ban_đầu được đăng bởi zaf chúng_tôi ở anh nghĩ khác với người mỹ,1
nếu bạn trả lời có và không với bạn có lẽ là thẳng,nếu bạn trả lời không nhưng có thì có lẽ bạn là người thẳng,nếu bạn trả_lời có và không với bạn có_lẽ là thẳng,nếu bạn trả_lời không nhưng có thì có_lẽ bạn là người thẳng,1
cả trái đất kết hợp sản xuất đủ lương thực cho hàng tỷ người,ai bây giờ chỉ sản xuất đủ cho tỷ tỷ,cả trái_đất kết_hợp sản_xuất đủ lương_thực cho hàng tỷ người,ai bây_giờ chỉ sản_xuất đủ cho tỷ tỷ,0
btw anh ấy đã có sự trì hoãn thích hợp cho thời gian đó,trì hoãn thích hợp cho thời gian hả,btw anh ấy đã có sự trì_hoãn thích_hợp cho thời_gian đó,trì_hoãn thích_hợp cho thời_gian hả,1
này blue eyes mọi thứ ở london thế nào,smooches ran này blue eyes mọi thứ ở london thế nào,này blue eyes mọi thứ ở london thế_nào,smooches ran này blue eyes mọi thứ ở london thế_nào,1
nhưng trong các chương trình phát sóng tin tức tôi đã thấy họ đã gọi anh ta là người da trắng,nhưng có vẻ như nó sẽ ít tác động hơn nếu họ không gọi anh ta là người da trắng,nhưng trong các chương_trình phát_sóng tin_tức tôi đã thấy họ đã gọi anh ta là người da trắng,nhưng có vẻ như nó sẽ ít tác_động hơn nếu họ không gọi anh ta là người da trắng,0
theo bạn gái và zimmerman anh ta đã làm,theo zimmerman ông đã làm,theo bạn gái và zimmerman anh ta đã làm,theo zimmerman ông đã làm,0
cha mẹ tôi đã nói với tôi rằng điều đó là xấu cho bạn,giáo viên của tôi đã nói với tôi rằng điều đó không tốt cho bạn,cha_mẹ tôi đã nói với tôi rằng điều đó là xấu cho bạn,giáo_viên của tôi đã nói với tôi rằng điều đó không tốt cho bạn,1
nazi là một thuật ngữ tiếng lóng cho nswp,ban đầu được đăng bởi odins eye nazi là một thuật ngữ tiếng lóng cho nswp,nazi là một thuật_ngữ tiếng_lóng cho nswp,ban_đầu được đăng bởi odins eye nazi là một thuật_ngữ tiếng_lóng cho nswp,1
tôi phản đối án tử hình,đây là lý do tại sao tôi ủng hộ án tử hình,tôi phản_đối_án tử_hình,đây là lý_do tại_sao tôi ủng_hộ án tử_hình,0
chà bất cứ điều gì bạn bây giờ,chà bất cứ điều gì bạn đã nhận thức được nó ngay bây giờ,chà_bất_cứ điều gì bạn bây_giờ,chà_bất_cứ điều gì bạn đã nhận_thức được nó ngay bây_giờ,1
họ sản xuất không có gì tôi có thể ăn mặc sống,hãy suy nghĩ về tất cả những thứ bạn không thể ăn mặc hoặc sống,họ sản_xuất không có gì tôi có_thể ăn_mặc sống,hãy suy_nghĩ về tất_cả những thứ bạn không_thể ăn_mặc hoặc sống,0
dickshot matt holliday sở hữu,matt holliday sở hữu các bạn,dickshot matt holliday sở_hữu,matt holliday sở_hữu các bạn,1
người dân lợi dụng pháp luật,mọi người bẻ cong luật pháp,người dân lợi_dụng pháp_luật,mọi người bẻ cong luật_pháp,0
thật buồn cười tôi cũng nghĩ điều tương tự về một số toán học,và ở đây tôi nghĩ rằng tôi biết tôi một số toán học,thật buồn_cười tôi cũng nghĩ điều tương_tự về một_số toán_học,và ở đây tôi nghĩ rằng tôi biết tôi một_số toán_học,0
tôi có nhiều năm quyền neener neener tôi cũng sử dụng rau diếp,tôi có nhiều năm quyền neener neener xin chào wiggies,tôi có nhiều năm quyền neener neener tôi cũng sử_dụng rau_diếp,tôi có nhiều năm quyền neener neener xin chào wiggies,1
tôi không có tiền tố hay hậu tố mọi thứ bằng bạn ghét người do thái,bạn nên ngừng tiền tố hoặc hậu tố mọi thứ với bạn ghét người do thái,tôi không có tiền_tố hay hậu_tố mọi thứ bằng bạn ghét người do thái,bạn nên ngừng tiền_tố hoặc hậu_tố mọi thứ với bạn ghét người do thái,1
tôi đã hỏi cô ấy liệu cô ấy có thích một cái cây không,ít nhất tôi cũng đã hỏi liệu một người ba người có nằm ngoài câu hỏi hay không,tôi đã hỏi cô ấy liệu cô ấy có thích một cái cây không,ít_nhất tôi cũng đã hỏi liệu một người ba người có nằm ngoài câu hỏi hay không,0
nó vẫn không có ý nghĩa,chính bạn là người vô nghĩa,nó vẫn không có ý_nghĩa,chính bạn là người vô_nghĩa,0
những ngôi nhà đắt tiền hơn,những chiếc xe đắt tiền hơn,những ngôi nhà đắt tiền hơn,những chiếc xe đắt tiền hơn,0
martin nói tại sao anh lại đi theo tôi,zimmerman trả lời anh đang làm gì ở đây,martin nói tại_sao anh lại đi theo tôi,zimmerman trả_lời anh đang làm gì ở đây,0
mặc dù ước tính cường độ vệ tinh từ tafb và sab chỉ là t,ước tính cường độ dvorak chủ quan từ tafb và sab tăng lên kt,mặc_dù ước_tính cường_độ vệ_tinh từ tafb và sab chỉ là t,ước_tính cường_độ dvorak chủ_quan từ tafb và sab tăng lên kt,0
tiên nữ không tồn tại tốt,satyrs không tồn tại tốt,tiên_nữ không tồn_tại tốt,satyrs không tồn_tại tốt,1
bạn muốn biết những gì tôi thấy tò mò,đó là điều tôi thấy tò mò,bạn muốn biết những gì tôi thấy tò_mò,đó là điều tôi thấy tò_mò,0
khi nào tôi so sánh tình dục đồng tính với rối loạn phát triển,tôi đã so sánh nỗi ám ảnh đồng tính với chứng rối loạn phát triển,khi nào tôi so_sánh tình_dục đồng_tính với rối_loạn phát_triển,tôi đã so_sánh nỗi ám_ảnh đồng_tính với chứng rối_loạn phát_triển,1
nếu bạn hỏi những người bảo thủ các con số sẽ bị nghiêng về bên phải,nếu bạn hỏi tiến bộ các con số sẽ bị lệch sang trái,nếu bạn hỏi những người bảo_thủ các con_số sẽ bị nghiêng về bên phải,nếu bạn hỏi tiến_bộ các con_số sẽ bị lệch sang trái,0
bạn đã không đề cập đến pfa trước một bài đăng đó,tôi cũng không đề cập đến lệnh cấm,bạn đã không đề_cập đến pfa trước một bài đăng_đó,tôi cũng không đề_cập đến lệnh cấm,0
ramblin rose của nat king cole tất cả chúng ta đều là những con tàu chứa đầy nhiều điều kỳ diệu,mắt hổ chúng ta đều là những con tàu chứa đầy nhiều điều kỳ diệu,ramblin rose của nat king cole tất_cả chúng_ta đều là những con tàu chứa đầy nhiều điều kỳ_diệu,mắt hổ chúng_ta đều là những con tàu chứa đầy nhiều điều kỳ_diệu,1
từ năm trước,ấm c so với năm trước,từ năm trước,ấm c so với năm trước,0
vẫn yêu thích chương trình này,thánh poo poo chương trình này,vẫn yêu thích chương_trình này,thánh poo poo chương_trình này,0
tài sản rộng lớn của họ được bảo vệ bởi chính phủ,sự giàu có lớn của họ được bảo vệ bởi chính phủ,tài_sản rộng_lớn của họ được bảo_vệ bởi chính_phủ,sự giàu_có lớn của họ được bảo_vệ bởi chính_phủ,1
sự khác biệt cơ bản xin vui lòng,sự khác biệt cơ bản,sự khác_biệt cơ_bản xin vui_lòng,sự khác_biệt cơ_bản,1
chính xác thì đức đang bị trừng phạt như thế nào vì sự ngu ngốc của ww,chính xác thì họ bị trừng phạt như thế nào,chính_xác thì đức đang bị trừng_phạt như thế_nào vì sự ngu_ngốc của ww,chính_xác thì họ bị trừng_phạt như thế_nào,1
z rình rập anh ta sau đó bắn anh ta,bạn tuyên bố zimmerman theo dõi anh ta sau đó bắn anh ta,z rình_rập anh ta sau đó bắn anh ta,bạn tuyên_bố zimmerman theo_dõi anh ta sau đó bắn anh ta,1
tôi không phẫn nộ tôi thất vọng,chúa phù hộ tôi không phẫn nộ tôi thất vọng,tôi không phẫn_nộ tôi thất_vọng,chúa phù_hộ tôi không phẫn_nộ tôi thất_vọng,1
chúng tôi không bao giờ thoát ra khỏi nó ngay từ đầu,tiền đến từ đâu ngay từ đầu,chúng_tôi không bao_giờ thoát ra khỏi nó ngay từ đầu,tiền đến từ đâu ngay từ đầu,0
